index,true_answer,pred_answer,is_correct,model_output_raw
1751,C,C,True,C. World Water Day.
1752,A,A,True,A. Earth Day.
1753,B,B,True,B. National Reading Day.
1754,D,D,True,D
1755,C,C,True,C. Father's Day.
1756,B,B,True,B. Children's Day.
1757,D,D,True,D. Circle.
1758,C,C,True,C. Triangle.
1760,A,A,True,A. Square.
1762,A,A,True,A. Trapezoid.
1764,B,D,False,D. Sphere.
1765,C,C,True,C. Cone.
1769,D,D,True,D
1770,A,C,False,C
1771,B,B,True,B
1772,A,A,True,A
1773,C,B,False,B. Writing Maths and learning Hindi.
1774,D,B,False,B. 11:30-1
1780,B,B,True,B. 45
1781,A,A,True,A
1783,C,C,True,C
1785,A,A,True,A
1787,C,C,True,"C. A sandwich with ham, lettuce, and"
1791,C,C,True,C
1792,D,D,True,D
1793,A,A,True,A
1794,B,B,True,B
1795,C,C,True,C
1796,D,D,True,D
1798,B,B,True,B. A group of people dancing at a party
1799,C,C,True,C. A singer performing on a microphone
1800,D,D,True,D
1801,A,A,True,A
1802,B,B,True,B. A person kayaking on a lake
1805,A,A,True,A
1808,D,D,True,D
1809,A,A,True,A
1811,C,C,True,C
1812,D,D,True,D
1813,A,A,True,A
1814,B,B,True,B. A group of people sunbathing on
1815,C,C,True,C. A person skiing down a mountain
1816,D,D,True,D
1821,A,A,True,A
1822,B,B,True,B. A person riding a horse in a field
1823,C,C,True,C. A woman fishing on a riverbank
1824,D,D,True,D
1825,A,A,True,A
1826,B,B,True,B. A group of people playing basketball on a
1827,C,C,True,C
1828,D,D,True,D
1830,B,B,True,B
1831,C,C,True,C. A woman sculpting a statue from clay
1835,C,C,True,C. A woman using a computer at a desk
1837,A,A,True,A
1839,C,C,True,C. A woman taking a walk in a park
1842,D,C,False,C. west
1843,D,B,False,B. south
1846,D,C,False,C. west
1847,D,B,False,B. south
1849,D,C,False,C. west
1850,A,A,True,A. east
1851,A,A,True,A. east
1852,C,C,True,C. west
1853,D,C,False,C. west
1854,C,D,False,D. north
1857,B,D,False,D. north
1858,C,C,True,C. west
1859,A,A,True,A. east
1860,D,D,True,D. north
1862,A,C,False,C. west
1863,A,D,False,D. north
1865,C,C,True,C. west
1866,D,C,False,C. west
1867,D,C,False,C. west
1868,B,C,False,C. west
1870,D,C,False,C. west
1871,B,A,False,A. east
1875,C,C,True,C. west
1876,C,C,True,C. west
1877,A,B,False,B. south
1878,D,C,False,C. west
1879,D,B,False,B. southwest
1880,C,C,True,C. southeast
1881,C,B,False,B. southwest
1882,D,C,False,C. southeast
1888,D,B,False,B. southwest
1889,D,B,False,B
1891,A,A,True,A
1892,C,C,True,C
1897,B,B,True,B
1898,A,A,True,A
1900,A,A,True,A
1901,C,C,True,C
1902,C,C,True,C
1904,B,B,True,B
1905,A,A,True,A
1907,A,A,True,A
1908,B,B,True,B
1910,C,C,True,C
1911,B,B,True,B
1912,C,C,True,C
1913,A,A,True,A
1914,A,A,True,A
1916,D,D,True,D
1917,D,D,True,D
1918,C,C,True,C
1919,A,A,True,A
1920,B,B,True,B
1922,A,A,True,A
1923,A,A,True,A
1924,B,B,True,B
1925,A,A,True,A
1926,C,C,True,C
1927,B,B,True,B
1931,B,B,True,B
1935,A,A,True,A
1936,C,C,True,C
1937,A,A,True,A
1938,B,B,True,B
1940,A,C,False,C. Parasitic relationships
1941,A,A,True,A. Predatory relationships
1943,A,A,True,A. Predatory relationships
1945,A,A,True,A. Predatory relationships
1946,A,A,True,A. Predatory relationships
1947,A,A,True,A. Predatory relationships
1948,A,A,True,A. Predatory relationships
1950,A,A,True,A. Predatory relationships
1951,A,A,True,A. Predatory relationships
1952,A,B,False,B. Competitive relationships
1953,B,B,True,B. Competitive relationships
1956,B,A,False,A. Predatory relationships
1957,D,B,False,B. Competitive relationships
1959,D,A,False,A
1961,D,C,False,C. Parasitic relationships
1962,D,A,False,A. Predatory relationships
1963,D,D,True,D
1964,B,B,True,B. Competitive relationships
1965,B,A,False,A. Predatory relationships
1966,B,A,False,A
1967,B,B,True,B. Competitive relationships
1969,D,C,False,C. Parasitic relationships
1972,B,B,True,B
1975,B,B,True,B. Competitive relationships
1976,B,B,True,B
1977,B,B,True,B
1979,B,B,True,B
1980,A,A,True,A. Predatory relationships
1981,A,A,True,A. Predatory relationships
1982,A,A,True,A. Predatory relationships
1985,A,A,True,A. Predatory relationships
1986,A,A,True,A. Predatory relationships
1987,A,A,True,A. Predatory relationships
1988,A,A,True,A. Predatory relationships
